PlayerList,NumSecret,NumRounds,round_number,player,playerid,word,points_won,points_spent,score
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,88,f10.g9.BiddingPlayer,6,VARECHS,65,40,2726
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g1.players.NaivePlayer,0,AIRLINE,57,17,1355
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g4.G4Player,2,AMAZONS,68,40,1496
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g5.Ninja,3,GRISTER,58,26,2287
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g6.InitialPlayer,4,AFIRE,8,20,1152
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g7.ClassyPlayer,5,MIDTOWN,63,29,2610
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,89,f10.g9.BiddingPlayer,6,SIGHTLY,64,24,2766
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g1.players.NaivePlayer,0,AEDILE,7,8,1354
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g4.G4Player,2,ADJOINT,65,49,1512
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g5.Ninja,3,STEWARD,61,32,2316
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g6.InitialPlayer,4,ERASION,57,20,1189
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g7.ClassyPlayer,5,BOUQUET,68,34,2644
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,90,f10.g9.BiddingPlayer,6,RHIZINE,69,41,2794
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g1.players.NaivePlayer,0,ANTIRED,58,9,1403
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g4.G4Player,2,QUIXOTE,73,52,1533
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g5.Ninja,3,MEETERS,59,46,2329
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g6.InitialPlayer,4,GLAIVED,62,25,1226
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g7.ClassyPlayer,5,STICHOI,62,33,2673
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,91,f10.g9.BiddingPlayer,6,JOBBERS,68,30,2832
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g1.players.NaivePlayer,0,AILETTE,57,12,1448
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g4.G4Player,2,DAMPING,63,41,1555
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g5.Ninja,3,ADVERBS,63,37,2355
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g6.InitialPlayer,4,COREMIA,61,23,1264
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g7.ClassyPlayer,5,HIGHWAY,70,38,2705
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,92,f10.g9.BiddingPlayer,6,ZINCATE,68,38,2862
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g1.players.NaivePlayer,0,ANA,3,7,1444
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g4.G4Player,2,IVYLIKE,67,45,1577
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g5.Ninja,3,PEDICEL,62,59,2358
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g6.InitialPlayer,4,ZOUAVES,69,24,1309
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g7.ClassyPlayer,5,EXOGAMY,70,35,2740
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,93,f10.g9.BiddingPlayer,6,BASHFUL,65,32,2895
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g1.players.NaivePlayer,0,AERIE,5,10,1439
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g4.G4Player,2,KNOBBED,66,53,1590
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g5.Ninja,3,DENTARY,61,33,2386
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g6.InitialPlayer,4,AXELS,12,26,1295
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g7.ClassyPlayer,5,COWFLOP,67,47,2760
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,94,f10.g9.BiddingPlayer,6,TIPTOED,60,31,2924
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g1.players.NaivePlayer,0,AE,2,7,1434
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g4.G4Player,2,IDOLIZE,67,46,1611
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g5.Ninja,3,PRIVETS,62,31,2417
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g6.InitialPlayer,4,CONCEAL,61,29,1327
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g7.ClassyPlayer,5,BUREAUX,66,48,2778
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,95,f10.g9.BiddingPlayer,6,FIGGERY,65,41,2948
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g1.players.NaivePlayer,0,AIRDATE,58,15,1477
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g4.G4Player,2,TOXEMIA,66,44,1633
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g5.Ninja,3,LEGWEAR,61,40,2438
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g6.InitialPlayer,4,QIS,12,25,1314
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g7.ClassyPlayer,5,WHOOFED,67,27,2818
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,96,f10.g9.BiddingPlayer,6,HACKNEY,69,28,2989
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g1.players.NaivePlayer,0,ALERTER,57,13,1521
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g4.G4Player,2,JINGLET,65,44,1654
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g5.Ninja,3,DRAMEDY,64,22,2480
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g6.InitialPlayer,4,FOLIAGE,61,25,1350
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g7.ClassyPlayer,5,HAZIEST,69,55,2832
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,97,f10.g9.BiddingPlayer,6,COWHAGE,66,37,3018
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g1.players.NaivePlayer,0,LATEST,6,9,1518
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g4.G4Player,2,CHEFDOM,68,42,1680
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g5.Ninja,3,DEVIANT,61,47,2494
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g6.InitialPlayer,4,JETFOIL,67,24,1393
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g7.ClassyPlayer,5,EYEBEAM,64,35,2861
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,98,f10.g9.BiddingPlayer,6,KUNZITE,70,56,3032
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g1.players.NaivePlayer,0,ANTLIA,6,9,1515
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g4.G4Player,2,BLOWJOB,71,47,1704
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g5.Ninja,3,ACETINS,59,45,2508
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g6.InitialPlayer,4,FACTORS,62,24,1431
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g7.ClassyPlayer,5,WHYDAHS,70,48,2883
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,99,f10.g9.BiddingPlayer,6,TREPANG,60,27,3065
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g1.players.NaivePlayer,0,AERIE,5,10,1510
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g3.OurPlayer,1,,0,0,0
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g4.G4Player,2,BATFOWL,65,44,1725
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g5.Ninja,3,DRAGEES,59,20,2547
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g6.InitialPlayer,4,EVASION,60,31,1460
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g7.ClassyPlayer,5,KERYGMA,67,40,2910
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,0,100,100,f10.g9.BiddingPlayer,6,WALTZED,70,45,3090
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g1.players.NaivePlayer,0,,0,2,98
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g3.OurPlayer,1,OUTDARE,58,55,103
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g4.G4Player,2,FOOLING,61,47,114
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g5.Ninja,3,AGISTED,59,50,109
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g6.InitialPlayer,4,BROUGHS,63,37,126
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g7.ClassyPlayer,5,ZINCIER,68,18,150
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,1,f10.g9.BiddingPlayer,6,ADMIXES,67,41,126
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g1.players.NaivePlayer,0,ALOIN,5,6,97
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g3.OurPlayer,1,ETESIAN,57,42,118
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g4.G4Player,2,MUDLARK,64,45,133
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g5.Ninja,3,BENISON,59,38,130
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g6.InitialPlayer,4,ARIOSE,6,18,114
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g7.ClassyPlayer,5,OUTPITY,62,26,186
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,2,f10.g9.BiddingPlayer,6,CLADDED,62,39,149
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g1.players.NaivePlayer,0,NIRLIT,6,12,91
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g3.OurPlayer,1,NESTORS,57,26,149
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g4.G4Player,2,PHARYNX,72,49,156
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g5.Ninja,3,ZANDERS,67,30,167
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g6.InitialPlayer,4,AIS,3,8,109
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g7.ClassyPlayer,5,TOWROPE,62,15,233
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,3,f10.g9.BiddingPlayer,6,GAMELAN,60,27,182
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g1.players.NaivePlayer,0,ROOS,4,5,90
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g3.OurPlayer,1,GENTILE,58,20,187
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g4.G4Player,2,BEZANTS,68,42,182
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g5.Ninja,3,CLUPEID,62,34,195
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g6.InitialPlayer,4,TOURIE,6,16,99
f10.g1.players.NaivePlayer f10.g3.OurPlayer f10.g4.G4Player f10.g5.Ninja f10.g6.InitialPlayer f10.g7.ClassyPlayer f10.g9.BiddingPlayer ,1,100,4,f10.g7.ClassyPlayer,5,WAXWEED,71,42,262
